ticker,direction,signal_type,entry_date,exit_date,entry_price,exit_price,exit_reason,atr_at_entry,pnl_pct,bars_held
JINDALSTEL.NS,long,PB-L,2017-02-01,2017-02-20,82.2378,93.3031,TP,3.6884,13.2553,19
JINDALSTEL.NS,long,BO-L,2017-04-06,2017-04-13,130.9,120.7402,SL,5.0799,-7.9615,7
JINDALSTEL.NS,long,BO-L,2017-07-11,2017-07-31,136.915,151.2023,TP,4.7624,10.2351,20
JINDALSTEL.NS,long,BO-L,2017-08-02,2017-08-03,156.1926,145.6957,SL,5.2484,-6.9204,1
JINDALSTEL.NS,long,PB-L,2017-08-07,2017-08-10,141.5495,128.6619,SL,6.4438,-9.3047,3
JINDALSTEL.NS,long,BO-L,2017-10-09,2017-12-19,155.8475,174.3269,TP,6.1598,11.6574,71
JINDALSTEL.NS,long,BO-L,2017-12-20,2018-01-01,182.5205,202.8068,TP,6.7621,10.9145,12
JINDALSTEL.NS,long,BO-L,2018-04-19,2018-05-02,256.426,237.0303,SL,9.6979,-7.7639,13
JINDALSTEL.NS,long,BO-L,2018-05-09,2018-05-21,258.1516,239.1177,SL,9.517,-7.5732,12
JINDALSTEL.NS,long,BO-L,2020-01-08,2020-02-06,172.2654,193.8117,TP,7.1821,12.3076,29
JINDALSTEL.NS,long,BO-L,2020-02-06,2020-02-24,194.9942,177.9776,SL,8.5083,-8.9267,18
JINDALSTEL.NS,long,BO-L,2020-07-10,2020-08-04,166.7928,189.5017,TP,7.5696,13.4151,25
JINDALSTEL.NS,long,PB-L,2020-09-01,2020-09-08,214.962,195.4425,SL,9.7598,-9.2805,7
JINDALSTEL.NS,long,BO-L,2020-11-26,2020-12-16,246.1216,276.3538,TP,10.0774,12.0834,20
JINDALSTEL.NS,long,PB-L,2020-12-22,2021-01-07,256.4753,292.9251,TP,12.1499,14.0118,16
JINDALSTEL.NS,long,BO-L,2021-01-07,2021-01-27,293.8472,269.9713,SL,11.9379,-8.3253,20
JINDALSTEL.NS,long,PB-L,2021-02-05,2021-03-03,295.0305,341.7625,TP,15.5774,15.6397,26
JINDALSTEL.NS,long,BO-L,2021-04-01,2021-04-20,365.7312,413.3963,TP,15.8884,12.8328,19
JINDALSTEL.NS,long,BO-L,2021-04-20,2021-05-10,425.536,482.9975,TP,19.1538,13.3033,20
JINDALSTEL.NS,long,PB-L,2021-06-14,2021-06-18,419.1759,384.2781,SL,17.4489,-8.5253,4
JINDALSTEL.NS,long,BO-L,2021-07-29,2021-08-10,431.5017,399.1191,SL,16.1913,-7.7046,12
JINDALSTEL.NS,long,PB-L,2021-08-11,2021-08-20,415.4782,383.1127,SL,16.1827,-7.9899,9
JINDALSTEL.NS,long,BO-L,2021-10-13,2021-11-10,426.5714,394.3314,SL,16.12,-7.7579,28
JINDALSTEL.NS,long,BO-L,2022-01-14,2022-01-24,412.8158,386.3821,SL,13.2168,-6.6033,10
JINDALSTEL.NS,long,BO-L,2022-03-23,2022-05-10,504.7972,462.8511,SL,20.9731,-8.5095,48
JINDALSTEL.NS,long,PB-L,2022-10-25,2022-11-07,448.0229,488.1165,TP,13.3645,8.749,13
JINDALSTEL.NS,long,BO-L,2022-11-07,2022-12-01,490.5168,533.4877,TP,14.3236,8.5603,24
JINDALSTEL.NS,long,BO-L,2022-12-27,2023-03-22,571.8311,553.2648,MeshBreak,17.5935,-3.4468,85
JINDALSTEL.NS,long,BO-L,2023-07-04,2023-07-25,604.744,649.6278,TP,14.9613,7.2219,21
JINDALSTEL.NS,long,BO-L,2023-07-25,2023-09-05,659.9464,706.6915,TP,15.5817,6.8832,42
JINDALSTEL.NS,long,BO-L,2023-12-11,2024-02-02,716.3268,766.3256,TP,16.6663,6.7799,53
JINDALSTEL.NS,long,BO-L,2024-02-02,2024-03-28,772.8461,844.5488,TP,23.9009,9.0777,55
JINDALSTEL.NS,long,BO-L,2024-04-02,2024-05-15,893.2548,978.8394,TP,28.5282,9.3812,43
JINDALSTEL.NS,long,BO-L,2024-05-16,2024-07-19,1001.1644,944.8355,SL,28.1644,-5.8263,64
JINDALSTEL.NS,long,BO-L,2024-09-16,2024-10-08,1041.0348,989.9077,SL,25.5635,-5.1112,22
JINDALSTEL.NS,long,BO-L,2025-07-24,2025-08-01,998.4692,957.4394,SL,20.5149,-4.3093,8
JINDALSTEL.NS,long,PB-L,2025-08-04,2025-09-15,978.2593,1045.8072,TP,22.516,6.7049,42
JINDALSTEL.NS,long,BO-L,2025-09-23,2025-10-10,1062.7,1017.1382,SL,22.7809,-4.4874,17
JINDALSTEL.NS,long,PB-L,2025-11-07,2025-12-04,1069.9,1012.6123,SL,28.6439,-5.5545,27
JINDALSTEL.NS,long,PB-L,2026-01-22,2026-01-29,1076.0,1153.6705,TP,25.8902,7.0184,7
JINDALSTEL.NS,long,BO-L,2026-01-29,2026-02-25,1159.6,1249.4889,TP,29.963,7.5517,27
