ticker,direction,signal_type,entry_date,exit_date,entry_price,exit_price,exit_reason,atr_at_entry,pnl_pct,bars_held
SUNPHARMA.NS,long,PB-L,2020-05-28,2020-07-31,432.3613,486.9566,TP,18.1984,12.4272,64
SUNPHARMA.NS,long,BO-L,2020-07-31,2020-09-14,500.7329,470.18,SL,15.2764,-6.3016,45
SUNPHARMA.NS,long,BO-L,2020-11-17,2020-12-04,489.1374,529.7834,TP,13.5487,8.1097,17
SUNPHARMA.NS,long,BO-L,2020-12-04,2021-01-08,536.9283,581.316,TP,14.7959,8.067,35
SUNPHARMA.NS,long,BO-L,2021-01-08,2021-01-18,585.7571,556.3599,SL,14.6986,-5.2187,10
SUNPHARMA.NS,long,BO-L,2021-02-03,2021-03-18,593.683,552.1622,SL,20.7604,-7.1938,43
SUNPHARMA.NS,long,BO-L,2021-04-09,2021-05-10,606.059,654.4081,TP,16.1164,7.7776,31
SUNPHARMA.NS,long,BO-L,2021-05-10,2021-07-30,664.5471,720.1048,TP,18.5192,8.1602,81
SUNPHARMA.NS,long,BO-L,2021-09-29,2021-11-22,774.2302,738.2913,SL,17.9694,-4.8419,54
SUNPHARMA.NS,long,BO-L,2021-12-29,2022-03-11,800.4735,860.9991,TP,20.1752,7.3612,72
SUNPHARMA.NS,long,BO-L,2022-03-11,2022-05-12,867.5784,821.9312,SL,22.8236,-5.4615,62
SUNPHARMA.NS,long,PB-L,2022-09-28,2022-10-17,885.7219,945.4971,TP,19.9251,6.5488,19
SUNPHARMA.NS,long,BO-L,2022-10-31,2023-02-21,981.3049,944.6301,MeshBreak,18.8181,-3.9373,113
SUNPHARMA.NS,long,PB-L,2023-06-16,2023-06-30,964.4639,1008.336,TP,14.624,4.3489,14
SUNPHARMA.NS,long,BO-L,2023-07-11,2023-07-27,1042.4865,1098.2766,TP,18.5967,5.1516,16
SUNPHARMA.NS,long,PB-L,2023-09-06,2023-10-26,1114.5686,1076.8741,SL,18.8472,-3.582,50
SUNPHARMA.NS,long,BO-L,2023-11-16,2023-12-18,1160.6206,1216.5321,TP,18.6372,4.6174,32
SUNPHARMA.NS,long,BO-L,2024-01-29,2024-02-07,1366.7819,1459.0461,TP,30.7548,6.5505,9
SUNPHARMA.NS,long,PB-L,2024-03-14,2024-04-23,1540.7466,1480.076,SL,30.3353,-4.1377,40
SUNPHARMA.NS,long,PB-L,2024-05-16,2024-05-27,1507.4825,1438.5503,MeshBreak,31.8231,-4.7727,11
SUNPHARMA.NS,long,BO-L,2024-07-04,2024-07-25,1528.6775,1621.1333,TP,30.8186,5.8481,21
SUNPHARMA.NS,long,BO-L,2024-07-25,2024-08-20,1639.7367,1738.6446,TP,32.9693,5.8319,26
SUNPHARMA.NS,long,BO-L,2024-08-23,2024-09-12,1747.9664,1832.3277,TP,28.1204,4.6263,20
SUNPHARMA.NS,long,BO-L,2024-09-26,2024-10-23,1868.6975,1816.3713,SL,26.1631,-3.0001,27
SUNPHARMA.NS,long,BO-L,2024-12-30,2025-01-10,1854.4243,1785.5554,SL,34.4345,-3.9138,11
SUNPHARMA.NS,long,BO-L,2025-04-28,2025-05-12,1823.7111,1727.0879,SL,48.3116,-5.4982,14
SUNPHARMA.NS,long,BO-L,2025-11-19,2025-12-26,1772.5856,1718.9753,SL,26.8051,-3.2244,37
