ticker,direction,signal_type,entry_date,exit_date,entry_price,exit_price,exit_reason,atr_at_entry,pnl_pct,bars_held
TRENT.NS,long,PB-L,2019-12-20,2020-01-15,523.4669,569.4616,TP,15.3316,8.5866,26
TRENT.NS,long,BO-L,2020-01-15,2020-02-07,579.87,633.7568,TP,17.9623,9.0929,23
TRENT.NS,long,PB-L,2020-07-14,2020-07-27,625.3501,568.5148,SL,28.4177,-9.2886,13
TRENT.NS,long,BO-L,2020-08-19,2020-09-15,613.183,692.0512,TP,26.2894,12.6621,27
TRENT.NS,long,BO-L,2020-11-23,2020-11-26,782.5307,710.4506,SL,36.04,-9.4112,3
TRENT.NS,long,PB50-L,2020-11-27,2021-01-04,716.4826,674.9041,MeshBreak,38.4095,-6.0031,38
TRENT.NS,long,BO-L,2021-02-16,2021-03-02,746.2739,833.3913,TP,29.0392,11.4737,14
TRENT.NS,long,PB-L,2021-04-30,2021-06-10,772.5837,864.8541,TP,30.7568,11.7431,41
TRENT.NS,long,BO-L,2021-06-10,2021-08-30,872.2526,957.5532,TP,28.4335,9.5793,81
TRENT.NS,long,BO-L,2021-08-30,2021-10-07,986.6889,1093.7714,TP,35.6942,10.6527,38
TRENT.NS,long,BO-L,2021-11-16,2021-11-24,1184.813,1096.7769,SL,44.018,-7.6304,8
TRENT.NS,long,BO-L,2022-01-12,2022-01-27,1139.9227,1068.5259,SL,35.6984,-6.4633,15
TRENT.NS,long,BO-L,2022-03-17,2022-05-06,1256.908,1154.2385,SL,51.3347,-8.3684,50
TRENT.NS,long,BO-L,2022-07-22,2022-08-12,1239.9983,1354.1996,TP,38.0671,9.0098,21
TRENT.NS,long,PB-L,2022-08-23,2022-10-31,1342.7374,1503.3188,TP,53.5271,11.7593,69
TRENT.NS,long,BO-L,2022-11-01,2022-11-11,1552.8518,1466.4546,SL,43.1986,-5.7638,10
TRENT.NS,long,PB-L,2022-11-30,2022-12-21,1467.2108,1392.1782,SL,37.5163,-5.314,21
TRENT.NS,long,PB-L,2023-03-14,2023-05-11,1333.7645,1444.2873,TP,36.8409,8.0865,58
TRENT.NS,long,PB-L,2023-07-28,2023-08-10,1727.9664,1833.8208,TP,35.2848,5.9259,13
TRENT.NS,long,BO-L,2023-09-25,2023-10-04,2153.7053,2044.2704,SL,54.7174,-5.2812,9
TRENT.NS,long,BO-L,2023-10-31,2023-11-07,2151.3589,2322.2311,TP,56.9574,7.7425,7
TRENT.NS,long,BO-L,2024-02-07,2024-02-16,3601.9062,4009.9517,TP,136.0152,11.1286,9
TRENT.NS,long,PB-L,2024-04-10,2024-04-30,4014.9146,4367.6444,TP,117.5766,8.5855,20
TRENT.NS,long,BO-L,2024-06-05,2024-06-28,4899.5552,5446.142,TP,182.1956,10.9558,23
TRENT.NS,long,BO-L,2024-06-28,2024-08-09,5475.1069,5980.2708,TP,168.3879,9.0266,42
TRENT.NS,long,BO-L,2024-08-09,2024-08-28,6269.9185,6994.9143,TP,241.6653,11.3631,19
TRENT.NS,long,BO-L,2024-10-08,2024-10-22,8034.9893,7576.1986,SL,229.3953,-5.9099,14
TRENT.NS,long,BO-L,2025-06-30,2025-07-04,6217.5,5863.786,SL,176.857,-5.889,4
