ticker,direction,signal_type,entry_date,exit_date,entry_price,exit_price,exit_reason,atr_at_entry,pnl_pct,bars_held
TCS.NS,long,BO-L,2019-10-30,2019-11-08,1939.4634,1852.604,SL,43.4297,-4.6785,9
TCS.NS,long,PB-L,2019-11-13,2019-11-22,1875.5842,1786.0914,SL,44.7464,-4.9715,9
TCS.NS,long,BO-L,2019-12-19,2020-01-31,1919.0168,1825.6321,SL,46.6924,-5.0663,43
TCS.NS,long,PB-L,2020-02-18,2020-02-24,1911.8986,1838.5972,SL,36.6507,-4.034,6
TCS.NS,long,BO-L,2020-07-02,2020-07-14,1880.4453,1904.4629,Trail,46.2286,1.0772,12
TCS.NS,long,BO-L,2020-09-03,2020-09-14,2009.0321,2126.9726,TP,39.3135,5.6705,11
TCS.NS,long,PB-L,2020-09-25,2020-10-05,2116.3213,2301.977,TP,61.8852,8.5726,10
TCS.NS,long,BO-L,2020-10-05,2020-10-21,2364.0098,2377.0821,Trail,68.5337,0.353,16
TCS.NS,long,BO-L,2021-01-04,2021-01-14,2666.8354,2826.7466,TP,53.3037,5.7963,10
TCS.NS,long,PB-L,2021-03-16,2021-04-13,2733.9734,2808.9887,Trail,64.1328,2.5438,28
TCS.NS,long,PB-L,2021-04-15,2021-04-30,2829.7051,2672.8152,SL,78.4449,-5.7444,15
TCS.NS,long,BO-L,2021-06-11,2021-07-06,2891.9995,2911.7294,Trail,45.7376,0.4822,25
TCS.NS,long,BO-L,2022-01-03,2022-01-17,3386.3582,3544.9741,TP,52.872,4.484,14
TCS.NS,long,BO-L,2022-01-17,2022-01-20,3565.0007,3434.2562,SL,65.3723,-3.8674,3
TCS.NS,long,PB-L,2022-01-21,2022-01-27,3406.303,3268.6698,SL,68.8166,-4.2405,6
TCS.NS,long,BO-L,2023-01-18,2023-02-21,3117.6814,3194.6299,Trail,54.7855,2.2681,34
TCS.NS,long,PB-L,2023-07-13,2023-07-14,3095.0518,3229.548,TP,44.8321,4.1455,1
TCS.NS,long,BO-L,2023-07-14,2023-07-21,3256.3569,3148.7037,SL,53.8266,-3.5059,7
TCS.NS,long,PB-L,2023-07-31,2023-08-18,3178.2498,3163.5891,Trail,52.4486,-0.6613,18
TCS.NS,long,BO-L,2023-09-12,2023-10-12,3326.2732,3299.1253,Trail,45.5051,-1.0162,30
TCS.NS,long,PB-L,2023-10-13,2023-10-23,3317.0298,3210.3306,SL,53.3496,-3.4167,10
TCS.NS,long,BO-L,2023-12-12,2023-12-15,3419.9097,3557.7487,TP,45.9463,3.8305,3
TCS.NS,long,BO-L,2024-01-12,2024-01-25,3616.1389,3590.879,Trail,69.3368,-0.8985,13
TCS.NS,long,BO-L,2024-02-02,2024-02-20,3719.6387,3780.2401,Trail,71.5407,1.4292,18
TCS.NS,long,PB-L,2024-02-22,2024-03-19,3832.9263,3820.1863,Trail,77.3741,-0.5324,26
TCS.NS,long,BO-L,2024-07-12,2024-08-05,3952.2725,4037.7812,Trail,78.4634,1.9635,24
TCS.NS,long,PB-L,2024-08-14,2024-08-21,4066.832,4306.7822,TP,79.9834,5.7002,7
TCS.NS,long,PB-L,2024-09-12,2024-09-18,4277.4531,4125.7411,SL,75.856,-3.7468,6
TCS.NS,long,BO-L,2024-12-05,2024-12-19,4236.9663,4064.2902,SL,86.3381,-4.2755,14
