Date,Open,High,Low,Close,Volume
2016-01-01,583.2404033564097,584.025804786727,577.8545652673307,581.3328857421875,859300
2016-01-04,580.6596545142597,583.4647736181934,568.9810177761299,571.4962768554688,1669965
2016-01-05,573.1793624388858,576.994340569875,572.2443226959186,574.2359619140625,1507525
2016-01-06,574.8530117664112,578.2285483109081,567.5316923225286,569.6729125976562,1333990
2016-01-07,564.9510751839474,564.9510751839474,555.4136575294817,559.4904174804688,2419515
2016-01-08,557.2835627971605,567.0079967881776,556.498104476924,563.0247192382812,1854355
2016-01-11,559.8082598112219,559.9017409497657,546.5119660755291,548.2137451171875,2329895
2016-01-12,545.315262320584,550.3457813750236,540.4997841732431,546.6710815429688,2357910
2016-01-13,548.868312842781,551.5425127314816,533.9824965559269,540.630615234375,1875845
2016-01-14,538.5828955831904,546.9982533266777,533.7206774728938,545.128173828125,1956610
2016-01-15,548.1577424033361,554.478620803781,546.7084420766784,549.0366821289062,1705645
2016-01-18,547.5592060512854,551.8043226635546,534.8614084667211,537.6290893554688,1377180
2016-01-19,541.930317761959,550.8692948867158,531.4111212833873,545.2216186523438,1225980
2016-01-20,541.0139470789845,542.8840264772117,534.4500071990075,536.7315063476562,1976660
2016-01-21,541.2010026138879,541.2010026138879,514.2812284220413,515.599609375,3119925
2016-01-22,520.6300050054142,544.5389729167899,519.7043249910863,539.022216796875,1922080
2016-01-25,544.1931891643025,547.1853280789228,538.6577692679518,542.930908203125,943135
2016-01-27,545.6891721832168,557.6577265717111,542.3230519303883,555.974609375,2136065
2016-01-28,556.0867092239109,566.5966019967934,554.4784685469895,563.1182250976562,3050750
2016-01-29,560.6404432874303,583.45537627871,555.600565927105,580.7344360351562,4349920
2016-02-01,576.9195093217425,586.8309075613884,568.7379117422201,570.4677124023438,2828705
2016-02-02,572.244268756898,581.1458645333875,568.6911294825965,570.0936889648438,2046945
2016-02-03,568.1115267951503,568.1115267951503,560.5190077954472,562.5760498046875,1709585
2016-02-04,570.1871956581606,570.1871956581606,555.413579863723,562.6414184570312,1690605
2016-02-05,563.6605781772237,584.2127303102174,559.7895005387116,581.4263305664062,2201340
2016-02-08,579.5376301522261,584.2128289386595,567.0081316467632,574.1798706054688,1702935
2016-02-09,571.8702636026029,582.5297391208945,551.299389989987,553.4686889648438,5609845
2016-02-10,542.3231037224241,549.3639810662207,528.2975062123614,539.52734375,3199525
2016-02-11,542.3230335340621,556.8255086137806,533.3466751174784,539.5833740234375,3930550
2016-02-12,545.109403437724,548.7093403756106,528.3535086882763,532.4957275390625,2541695
2016-02-15,537.1429170515362,541.7432963140132,526.0626625614774,534.6650390625,1903910
2016-02-16,535.2541967561879,546.7177940787637,532.0657360814413,534.029296875,1654515
2016-02-17,538.4145832605035,558.9667382284233,538.4145832605035,553.6744384765625,3638300
2016-02-18,570.374288732724,589.8979246897239,564.7640498271562,580.3978881835938,5658600
2016-02-19,580.6595932226794,580.6595932226794,569.5700372325582,572.0198364257812,1927980
2016-02-22,574.1144236409514,583.0534016350247,573.628184693939,581.220703125,1438030
2016-02-23,583.4648503049826,588.8880698713211,573.3664316176106,576.15283203125,1731230
2016-02-24,574.9932235947998,574.9932235947998,561.0237304244204,563.4922485351562,1986430
2016-02-25,563.0622221041739,565.2782617157359,558.2187231138661,559.9859619140625,2799830
2016-02-26,564.7639912452503,566.5966896429419,552.8328752790868,559.9111328125,1215375
2016-02-29,557.3958600439767,575.2364334563086,556.9189806668883,567.8028564453125,2509475
2016-03-01,568.504043398923,570.2712818359624,561.0237270384109,565.61474609375,1597260
2016-03-02,570.3555513006309,575.0307502379987,562.1459316431688,563.875732421875,1842655
2016-03-03,572.6183765454315,598.6124706724255,572.6183765454315,596.2094116210938,4450185
2016-03-04,601.034182480772,613.9470791910841,598.4254421143618,608.2901000976562,2963165
2016-03-08,609.6459175942416,611.5159970960644,596.1813223529983,602.0814208984375,1503355
2016-03-09,602.3525678411793,603.3062694983846,593.6379912536868,602.1561889648438,1751980
2016-03-10,605.0641369165679,605.0641369165679,590.9450609776551,595.47998046875,1273630
2016-03-11,594.6852884236026,602.577026294929,594.3112496908145,600.4544677734375,1540835
2016-03-14,600.2954812106881,607.2147977474646,595.0966628151019,604.7182006835938,1689115
2016-03-15,604.5967007700863,604.5967007700863,581.4077255691825,585.9613647460938,1074240
2016-03-16,581.7817314394849,591.6370296487074,573.4131144416463,589.879150390625,1458955
2016-03-17,591.768107683505,591.8990269777071,580.7252877917787,584.4934692382812,1481985
2016-03-18,581.2207138432825,594.3112709755212,577.1813921500557,593.058349609375,1904355
2016-03-21,590.3840790780855,598.2383781784812,584.689662293792,595.1060180664062,1624205
2016-03-22,594.6852561467526,598.40669593373,569.4391839518433,571.8609619140625,5177515
2016-03-23,572.2442251249805,575.7506235632463,566.82100695452,569.9814453125,2024905
2016-03-28,568.1301151059251,574.9652532251835,563.6606548889227,567.690673828125,1902365
2016-03-29,566.6340424392813,566.6340424392813,539.9199521048886,550.0464477539062,2533990
2016-03-30,555.6193249108533,565.9422008714802,547.0824640054443,563.9505615234375,1805565
2016-03-31,565.1380447938985,572.8053250478519,561.6783863228018,567.6065063476562,3311230
2016-04-01,564.8014737514937,565.9141735017141,554.506732517304,557.2744140625,1585615
2016-04-04,562.5199115678242,569.3083095350338,560.4628696980146,563.22119140625,1532140
2016-04-05,561.9588246149164,568.5041021062715,559.5464063598498,561.0050659179688,1418750
2016-04-06,562.7069020435988,568.5041598242874,555.4323225697698,561.2949829101562,1148040
2016-04-07,561.9588942840777,575.0494508896968,561.9588942840777,567.7094116210938,1792820
2016-04-08,570.3742350773751,577.7517122410667,566.6901762598012,568.34521484375,1104765
