Date,Open,High,Low,Close,Volume
2019-01-01,383.4330961577324,384.62883346383757,379.7860876431764,382.5761413574219,717468
2019-01-02,382.23737865041966,383.4331160184606,374.32559279615106,377.1953430175781,2270096
2019-01-03,378.6501273735233,382.6359181879814,376.6572319662942,377.9924621582031,2809224
2019-01-04,377.05588008134794,378.86941036849083,368.6857178385273,371.6152648925781,3077278
2019-01-07,374.6244941117234,378.6501331649635,373.0301777615551,375.2821350097656,2344752
2019-01-08,377.8529817043709,377.8529817043709,371.91414346352553,376.717041015625,3031576
2019-01-09,377.45441241761006,378.072205164864,371.5952947089124,374.0266418457031,2471720
2019-01-10,375.8600427992862,375.8600427992862,371.47567326504213,373.01019287109375,1832096
2019-01-11,372.6715063240422,375.06298123093444,366.6928190568116,374.684326171875,4331368
2019-01-14,375.0629662095651,376.25870361512165,369.8814374521535,373.5483703613281,1956808
2019-01-15,370.27999470217173,381.0017825358933,370.27999470217173,377.7334289550781,3693892
2019-01-16,377.85300431529777,380.32419971531704,373.3689892324422,373.96685791015625,1701242
2019-01-17,372.71133302650173,381.4402256644933,371.9141747701496,380.52349853515625,3690234
2019-01-18,378.0921178454919,386.12349629945544,377.19531488634476,385.14697265625,4685056
2019-01-21,386.2430710539245,391.2053857023717,383.4530173606829,384.9277648925781,3265418
2019-01-22,383.43315562041175,384.4495276227522,373.4686765242472,374.9633483886719,4791592
2019-01-23,377.65368013326207,378.6302037494698,374.1461890777028,376.4380187988281,5641586
2019-01-24,376.61746716222893,380.1249589899507,374.3654851225962,377.2352600097656,2954782
2019-01-25,378.2515753038693,388.89364240391365,377.0956861541972,386.3825988769531,4310008
2019-01-28,387.8175073461598,390.6075613558444,384.19044686450593,389.7306823730469,3029930
2019-01-29,389.8103683505133,396.52641660189516,383.0743716818238,393.97552490234375,4733138
2019-01-30,405.75352249676456,412.5293671750013,399.1769673678877,405.9129638671875,14053348
2019-01-31,406.3912580886188,407.8062334162797,393.29794382203335,400.6517333984375,9058428
2019-02-01,402.80403783818906,418.5080644642594,402.764189658223,416.0567932128906,6460222
2019-02-04,416.515212725736,421.6170453195602,414.64191017822014,416.4355163574219,4133944
2019-02-05,417.91299101334147,421.30741091168204,415.91627342608234,418.41217041015625,2368564
2019-02-06,419.71010555288063,425.28092903414154,417.35396866459257,421.3873291015625,2331000
2019-02-07,421.70683027541213,430.4125400208267,421.70683027541213,424.4623107910156,3251088
2019-02-08,423.3042159816889,429.6937135814125,422.52551546092184,426.67864990234375,3733802
2019-02-11,426.538788154392,432.88835963666736,424.50214602746996,431.0314025878906,3157886
2019-02-12,429.693671436263,430.65210573181616,420.4089336473289,422.8249816894531,2788882
2019-02-14,427.29766469944803,427.29766469944803,422.1261844249489,423.8233947753906,1970720
2019-02-15,425.78006836487265,426.2393231914205,415.9163022982818,422.2059631347656,2492120
2019-02-18,423.62370354209094,428.09633229070533,412.32226034529225,417.8332214355469,2550698
2019-02-19,418.51200167107265,419.7898814136214,413.8596399945019,414.9378967285156,1837440
2019-02-20,416.255754299882,423.90319330217665,409.7264967762913,422.4855041503906,2558354
2019-02-21,423.3041758266717,423.90319116982266,416.355588096522,420.66851806640625,2603154
2019-02-22,416.9946014096004,427.4973584398312,416.91475218232955,425.7602233886719,2844492
2019-02-25,427.53727327034886,433.28783119432535,424.4822848031113,432.18963623046875,2340940
2019-02-26,431.5306942001706,437.6606088496352,421.2875208781928,422.844970703125,3726370
2019-02-27,423.3042092184011,425.70027078001476,414.5186501591513,423.4439697265625,3325110
2019-02-28,427.27766055740346,427.27766055740346,418.3922655564601,420.86822509765625,6661660
2019-03-01,421.3075556144169,423.8633647535271,416.81493950004517,420.34912109375,2295910
2019-03-05,422.3856206523155,423.2242810408149,417.3938266635721,420.32904052734375,2117558
2019-03-06,423.54371237870515,424.10280303625984,414.7581552536602,416.6151123046875,2807252
2019-03-07,418.3523038694382,419.5104099434881,412.122554080609,413.1408996582031,2073614
2019-03-08,411.084298221694,411.30390794575374,401.73964853596976,402.9576416015625,3176094
2019-03-11,402.13899158305526,408.0293094836015,399.742930064189,401.1007080078125,4547588
2019-03-12,402.17887699767437,407.13074673701175,399.3635098621784,404.6747741699219,4902188
2019-03-13,406.81132694255115,416.51537147017245,404.97433177283756,410.66497802734375,6803340
2019-03-14,413.3205162031289,415.53689209355707,400.9807924915254,402.0390625,3793832
2019-03-15,404.13576903107275,412.86141793100654,402.857864491352,411.04443359375,5207688
2019-03-18,412.1625045265735,415.2973419207277,404.0957836049032,404.6348876953125,1690728
2019-03-19,407.370382696696,416.11601698758915,404.5749775921729,413.7998046875,3242552
2019-03-20,416.11595698213523,421.10775109180577,411.922849930012,414.49859619140625,4408802
2019-03-22,414.51855823743256,418.51199328788954,406.53168813651865,409.2671813964844,5237090
2019-03-25,410.924568969395,410.924568969395,404.0758164036387,406.39202880859375,3055910
2019-03-26,404.67477718779236,416.8348175504609,403.93600136889603,413.16082763671875,3311446
2019-03-27,407.33047275842154,421.84660289584997,407.33047275842154,416.5752868652344,2911690
2019-03-28,419.86983537584183,434.6255606520767,419.3107446333985,432.44915771484375,8627614
2019-04-01,435.28451284631376,447.26482053933154,432.10975080686273,443.5708923339844,4617730
2019-04-02,443.27137539677557,447.2648112111609,436.2828627216012,440.31622314453125,2787844
2019-04-03,440.3162403028245,452.57611797952933,435.90352280477083,447.5044250488281,5296628
2019-04-04,446.4661219740338,446.48610865221116,431.89008131924646,438.4992370605469,8444208
2019-04-05,435.4242888823147,441.13492191885206,433.4874821524677,436.4027099609375,3409044
2019-04-08,437.281238910986,439.6773004940599,431.6704418714222,437.8203430175781,4027848
2019-04-09,437.82038183964994,450.79904989880134,437.7604705451611,446.5260925292969,6500982
2019-04-10,447.26473382182195,449.3812739364237,437.7603387289133,438.7586975097656,4826866
2019-04-11,436.2029903617412,439.71718444315707,433.2877628727091,434.8252258300781,3035580
2019-04-12,434.8053199277208,439.61738093440005,429.9332988849955,432.6687927246094,2839484
2019-04-15,434.88503914216517,442.4725650776116,433.28766526101856,440.57568359375,3868302
2019-04-16,443.0716032549068,445.76717181909845,440.2162875447217,442.0932312011719,2401182
2019-04-18,442.47272124627847,448.8222944144847,435.48420804969913,440.33624267578125,4055238
2019-04-22,440.6757196699723,444.98865060772016,437.2812986303758,439.71728515625,2230516
2019-04-23,440.3162565737043,444.0501095940327,437.9201949031621,440.07666015625,2135528
2019-04-24,440.4758364648942,456.0901560043074,438.0198644358247,454.83221435546875,5681646
2019-04-25,455.6511291800497,459.8043131132378,450.8789918048426,452.73590087890625,5361098
2019-04-26,455.25169136597935,467.17208774556815,453.25497342139175,455.15185546875,3465934
2019-04-30,455.27168404273164,474.26044269713486,455.2516973638238,472.563232421875,8310400
2019-05-02,467.23205564903355,471.42516384075566,461.8409165453909,463.25860595703125,4226194
2019-05-03,456.8491140304656,458.9057434804654,449.7607645776328,456.4697570800781,5710316
2019-05-06,455.2118713800797,457.00891794323184,450.47965851338057,453.6744079589844,2827130
2019-05-07,454.1934678990477,459.24517456890595,445.66749114686877,451.9571533203125,4689204
2019-05-08,452.056912401346,455.251660898882,448.2232239539014,452.2965087890625,2987822
2019-05-09,449.06175237167713,457.24829387778595,443.3111963933989,453.893798828125,4962690
2019-05-10,443.67069165049867,443.67069165049867,428.4157872783645,433.9466857910156,15535450
2019-05-13,434.60558387597825,439.57739133303613,430.49232601136765,432.7486267089844,3368062
2019-05-14,432.74873578750675,432.74873578750675,422.10621826426154,426.4390869140625,4388014
2019-05-15,428.47565595151195,433.886780723422,424.4422957192362,426.2792663574219,3240598
2019-05-16,432.06060027969164,432.2806222073874,422.51838846808687,428.9998779296875,2226902
2019-05-17,430.12020611201683,430.9003683015535,423.998760731264,425.17901611328125,2780046
2019-05-20,426.09920357240566,433.62097430741636,420.59792277510934,429.52001953125,2380474
2019-05-21,428.6598671683656,429.70009972755236,421.15811961725615,422.5384216308594,1613426
2019-05-22,422.89852850623674,430.10020638051515,421.57820136015084,424.4989013671875,3424864
2019-05-23,425.69922077154985,428.4998735397837,420.1979385482333,426.6594543457031,3884200
2019-05-24,428.4998298550822,429.7001094905307,421.73824480748885,426.4793395996094,4340468
2019-05-27,428.8999213803833,432.5007602725694,423.3786155432301,425.7791748046875,3164414
2019-05-28,428.49979503970445,436.08154125180613,422.19832746559115,428.6198425292969,10631688
2019-05-29,428.65987733567505,438.10206737606205,427.3795497528831,434.10113525390625,4354812
2019-05-30,435.30136469226437,439.4423191932664,427.2995013707154,431.38043212890625,4745448
2019-05-31,434.10113341422567,439.86248541361465,432.12069155795285,437.1218566894531,4255094
2019-06-03,439.64235507003673,447.7042419380721,434.9612846767242,446.1838684082031,3400394
2019-06-04,445.06365538771865,445.4637485606958,432.50071998833533,434.441162109375,4128970
2019-06-06,436.1016048762975,440.5626539968319,430.32027744837194,431.78057861328125,4701806
2019-06-07,433.30093945296534,434.98131137210663,428.59984431116266,431.94061279296875,3272806
2019-06-10,434.8612632455946,440.82266106834504,432.66075087635426,436.5816345214844,2056008
2019-06-11,440.1024684337682,446.8840278433809,437.6619099676256,443.2632141113281,6485078
2019-06-12,442.9032299446271,444.10350970057465,436.6217854243052,443.34332275390625,3136202
2019-06-13,441.3028324991104,442.5431117436728,437.3019002008411,440.462646484375,3951850
2019-06-14,437.3418342029948,441.04269602417384,433.700996125194,434.9012756347656,3467872
2019-06-17,433.7010497092696,435.18137508483716,428.69988446815717,430.0602111816406,2487348
2019-06-18,430.0601478806695,437.76194121834817,429.96012459056976,435.9414978027344,1412162
2019-06-19,436.14167908858997,438.7422854343997,431.22056099945735,433.7411193847656,2437878
2019-06-20,428.099713715445,436.50167071359857,426.3593181051562,435.04132080078125,1895088
2019-06-21,437.10182585145816,437.16184960002477,428.55984570454984,430.6003112792969,4695110
2019-06-24,431.7005297301056,433.7210197711292,427.33950441627627,431.26043701171875,1350104
2019-06-25,431.260438286172,432.5407168960805,424.1587845091989,431.7005310058594,2203934
2019-06-26,428.9798949951783,437.1618299621489,428.9798949951783,431.60052490234375,3277734
2019-06-27,429.8201006535459,433.7210089574629,424.07872474490125,425.1990051269531,2776050
2019-06-28,428.3797630342356,430.4802523015305,423.57864470899005,425.959228515625,2829874
2019-07-01,426.99940164048496,428.0596582243569,419.03753842433525,419.7377014160156,2467696
2019-07-02,421.2981633600199,425.95925917079285,417.29723113437865,424.09881591796875,2014050
2019-07-03,424.49887469328553,425.9992241561506,419.1376161780809,420.57794189453125,1213340
2019-07-04,419.57769386762044,420.5779268069821,413.61634462062426,416.39697265625,2553038
2019-07-05,417.65731808214514,419.69778371648846,405.15440507819824,406.6547546386719,2514352
2019-07-08,404.49413506247373,418.41739485561345,404.1140417232236,415.7167663574219,4008224
2019-07-09,413.4763058015829,419.217682401456,403.29395320536366,408.3951416015625,3205934
2019-07-10,405.69450182817934,414.0964589666327,405.3344081829167,407.65496826171875,1731600
2019-07-11,411.21580741399606,411.21580741399606,406.1145947324755,408.4151306152344,1550706
2019-07-12,406.51467983958077,411.97593721811904,403.6940277408027,409.6554260253906,2903286
2019-07-15,413.87636164820543,415.29671194257526,408.0950348568659,411.0957336425781,2633206
2019-07-16,412.85615850081206,412.95618179491345,405.4744345121793,407.95501708984375,3450502
2019-07-17,409.8554590007247,417.2971823016755,408.4551328856184,416.39697265625,2291110
2019-07-18,413.4563217547186,414.8966475037067,406.49469032185726,407.5149230957031,2608300
2019-07-19,409.6954792756312,412.41613285349877,403.7741041856763,406.3346862792969,2139624
2019-07-22,406.33460003149725,410.9956950732868,401.3934593159163,407.6749267578125,1902156
2019-07-23,408.35515225822815,410.4756170075299,402.95389382133067,404.4742431640625,2011658
2019-07-24,404.07415554325627,410.0355299154394,400.693362924199,408.6152038574219,2384560
2019-07-25,408.5351663809626,411.15579643852965,401.2934890581822,404.6142578125,6042040
2019-07-26,403.1738302185149,404.93422524362717,399.0528760859452,400.6732482910156,2332384
2019-07-29,402.09364903796825,409.69541951729303,401.6935558548459,406.2746276855469,1825826
2019-07-30,406.0946993326799,411.03584181774124,404.41430258942086,409.5354919433594,2134474
